schlcode,c_size,c_boys,c_girls,c_numcl,c_pik,c_status,c_leom,c_tip,c_num5rd,c_type,flgrm5,mrkgrm5,ngrm5,flmth5,mrkmth5,nmth5,towncode,popcode,tip_a,grade,classid,classize,_type_,_freq_,cohsize,mathsize,avgmath,passmath,verbsize,avgverb,passverb,studchk,misskov2,missagg,nmiss_k,nmiss_a,classct,math_n,flmath_n,nmath_n,verb_n,flverb_n,nverb_n,impute,nverb_m,nmath_m,tip_s,townid,tipuach
21268,99,56,43,23,2,2,1,6,3,3,47.299999,64,74,41.889999,56,74,80002,12,38,5,1,28,0,2,56,22,63.82,27.299999,22,64.949997,45.5,1,0,0,0,0,2,57.205002,38.650002,44,62.68,50,44,0,,,38,80002,38
21268,99,56,43,23,2,2,1,6,3,3,47.299999,64,74,41.889999,56,74,80002,12,38,5,2,28,0,2,56,22,50.59,50,22,60.41,54.5,1,0,0,0,0,2,57.205002,38.650002,44,62.68,50,44,0,,,38,80002,38
21273,34,18,16,10,1,1,1,5,2,1,41.669998,65,24,45.830002,56,24,77008,11,33,5,1,23,0,1,23,24,56,45.830002,24,65,41.669998,,1,0,1,0,1,,,,,,,1,,,33,77008,33
21275,21,7,14,8,1,1,1,2,1,1,19.049999,75,21,38.099998,60,21,299,11,11,5,1,21,0,1,21,21,59.900002,38.099998,21,75.379997,19,1,0,0,0,0,1,59.900002,38.099998,21,75.379997,19,21,0,,,11,299,11
21276,23,6,17,9,2,2,1,8,1,1,5.2600002,77,19,21.049999,64,19,20347,12,59,5,1,23,0,1,23,23,58.43,34.799999,23,72.57,17.4,1,0,0,0,0,1,58.43,34.799999,23,72.57,17.4,23,0,,,59,20347,59
21277,59,25,34,13,1,2,1,1,2,2,41.18,63,51,39.66,50,58,11395,11,11,5,2,29,0,2,59,30,53.57,33.299999,26,67.580002,34.599998,1,0,0,1,0,2,53.57,33.299999,30,67.580002,34.599998,26,0,,,11,11395,11
21277,59,25,34,13,1,2,1,1,2,2,41.18,63,51,39.66,50,58,11395,11,11,5,1,30,0,2,59,28,46.174999,46.474285,25,58.236801,48.023201,,1,0,1,0,2,53.57,33.299999,30,67.580002,34.599998,26,1,25,28,11,11395,11
21279,50,24,26,12,2,2,1,6,2,2,37.25,70,51,35.290001,67,51,92007,12,34,5,1,26,0,2,50,26,69.419998,26.9,26,72.620003,34.599998,1,0,0,0,0,2,66.841568,35.282352,51,70.178825,37.247059,51,0,,,34,92007,34
21279,50,24,26,12,2,2,1,6,2,2,37.25,70,51,35.290001,67,51,92007,12,34,5,2,24,0,2,50,25,64.160004,44,25,67.639999,40,1,0,0,0,0,2,66.841568,35.282352,51,70.178825,37.247059,51,0,,,34,92007,34
21280,17,10,7,5,1,1,1,1,1,1,14.29,77,7,14.29,69,7,4523,11,7,5,1,17,0,1,17,7,69,14.29,7,77,14.29,,1,0,1,0,1,,,,,,,1,,,7,4523,7
21281,48,27,21,12,2,2,1,6,2,2,20,81,25,4,79,25,10637,12,43,5,1,27,0,2,48,16,71.059998,18.799999,16,76.5,18.799999,1,0,0,0,0,2,72.790344,17.275862,29,76.621033,27.631035,29,0,,,43,10637,43
21281,48,27,21,12,2,2,1,6,2,2,20,81,25,4,79,25,10637,12,43,5,2,21,0,2,48,13,74.919998,15.4,13,76.769997,38.5,1,0,0,0,0,2,72.790344,17.275862,29,76.621033,27.631035,29,0,,,43,10637,43
21282,65,36,29,15,1,2,1,4,3,2,31.370001,72,51,30.91,63,55,76000,11,31,5,2,27,0,2,54,27,67.629997,25.9,25,72.080002,24,1,0,0,1,0,2,67.629997,25.9,27,72.080002,24,25,0,,,31,76000,31
21282,65,36,29,15,1,2,1,4,3,2,31.370001,72,51,30.91,63,55,76000,11,31,5,1,27,0,2,54,28,58.535358,35.74107,26,71.92308,38.456539,,1,0,1,0,2,67.629997,25.9,27,72.080002,24,25,1,26,28,31,76000,31
21285,24,9,15,9,1,2,1,7,1,1,61.900002,63,21,38.099998,56,21,28001,11,45,5,1,24,0,1,24,21,56.189999,38.099998,21,63.099998,61.900002,1,0,0,0,0,1,56.189999,38.099998,21,63.099998,61.900002,21,0,,,45,28001,45
21293,50,24,26,13,1,2,1,4,2,2,23.08,75,52,26.92,68,52,5702,11,27,5,1,25,0,2,50,25,68.599998,24,25,74.559998,24,1,0,0,1,0,2,68.599998,24,25,74.559998,24,25,0,,,27,5702,27
21293,50,24,26,13,1,2,1,4,2,2,23.08,75,52,26.92,68,52,5702,11,27,5,2,25,0,2,50,27,67.444443,29.623703,27,75.40741,22.228148,,1,0,1,0,2,68.599998,24,25,74.559998,24,25,1,27,27,27,5702,27
21307,86,43,43,14,1,2,1,2,3,2,26.32,73,57,26.32,68,57,10611,11,10,5,1,40,0,2,80,27,67.629997,29.6,27,69.629997,29.6,1,0,0,0,0,2,68.072105,26.28421,57,72.682632,26.28421,57,0,,,10,10611,10
21307,86,43,43,14,1,2,1,2,3,2,26.32,73,57,26.32,68,57,10611,11,10,5,2,40,0,2,80,30,68.470001,23.299999,30,75.43,23.299999,1,0,0,0,0,2,68.072105,26.28421,57,72.682632,26.28421,57,0,,,10,10611,10
21310,64,36,28,13,2,2,1,4,3,2,17.950001,74,39,31.709999,64,41,11395,12,44,5,2,26,0,2,52,22,72.730003,22.700001,20,79.199997,25,1,0,0,1,0,2,72.730003,22.700001,22,79.199997,25,20,0,,,44,11395,44
21310,64,36,28,13,2,2,1,4,3,2,17.950001,74,39,31.709999,64,41,11395,12,44,5,1,26,0,2,52,19,53.891579,42.142632,19,68.526314,10.528948,,1,0,1,0,2,72.730003,22.700001,22,79.199997,25,20,1,19,19,44,11395,44
21312,70,26,44,20,1,2,1,1,2,2,19.67,76,61,39.060001,59,64,11395,11,10,5,1,36,0,2,70,33,64,33.299999,33,76.239998,24.200001,1,0,0,0,0,2,59.044846,39.064064,64,76.409836,19.655737,61,0,,,10,11395,10
21312,70,26,44,20,1,2,1,1,2,2,19.67,76,61,39.060001,59,64,11395,11,10,5,2,34,0,2,70,31,53.77,45.200001,28,76.610001,14.3,1,0,0,0,0,2,59.044846,39.064064,64,76.409836,19.655737,61,0,,,10,11395,10
21313,45,18,27,9,1,2,1,1,2,2,17.65,84,34,22.219999,64,36,41012,11,3,5,1,23,0,2,45,18,61.720001,33.299999,16,85.5,12.5,1,0,0,0,0,2,64.445,22.200001,36,84.531174,17.635294,34,0,,,3,41012,3
21313,45,18,27,9,1,2,1,1,2,2,17.65,84,34,22.219999,64,36,41012,11,3,5,2,22,0,2,45,18,67.169998,11.1,18,83.669998,22.200001,1,0,0,0,0,2,64.445,22.200001,36,84.531174,17.635294,34,0,,,3,41012,3
21315,74,47,27,15,2,2,1,0,2,2,14.06,80,64,21.540001,65,65,47019,12,8,5,1,47,0,2,74,41,64.709999,24.4,41,77.660004,22,1,0,0,1,0,2,64.709999,24.4,41,77.660004,22,41,0,,,8,40055,8
21315,74,47,27,15,2,2,1,0,2,2,14.06,80,64,21.540001,65,65,47019,12,8,5,2,27,0,2,74,24,65.495415,16.654167,23,84.171303,,,1,0,1,0,2,64.709999,24.4,41,77.660004,22,41,1,23,24,8,40055,8
21316,33,11,22,14,2,2,1,5,2,2,41.380001,64,29,56.669998,52,30,10611,12,24,5,1,11,0,2,33,9,58,33.299999,9,64.440002,33.299999,1,0,0,0,0,2,52.330002,56.68,30,64.136551,41.368965,29,0,,,24,10611,24
21316,33,11,22,14,2,2,1,5,2,2,41.380001,64,29,56.669998,52,30,10611,12,24,5,2,22,0,2,33,21,49.900002,66.699997,20,64,45,1,0,0,0,0,2,52.330002,56.68,30,64.136551,41.368965,29,0,,,24,10611,24
21322,100,56,44,22,1,2,1,4,3,3,36.73,70,98,17,71,100,67009,11,24,5,1,33,0,3,100,34,67.239998,20.6,32,68.75,50,1,0,0,0,0,3,70.769402,17.004,100,70.436119,36.742859,98,0,,,24,67009,24
21322,100,56,44,22,1,2,1,4,3,3,36.73,70,98,17,71,100,67009,11,24,5,2,33,0,3,100,32,71.309998,21.9,32,69.089996,28.1,1,0,0,0,0,3,70.769402,17.004,100,70.436119,36.742859,98,0,,,24,67009,24
21322,100,56,44,22,1,2,1,4,3,3,36.73,70,98,17,71,100,67009,11,24,5,3,34,0,3,100,34,73.790001,8.8000002,34,73.290001,32.400002,1,0,0,0,0,3,70.769402,17.004,100,70.436119,36.742859,98,0,,,24,67009,24
21323,48,27,21,13,1,1,1,1,2,2,18.6,85,43,18.18,70,44,1990,11,4,5,2,25,0,2,48,24,74.080002,16.700001,24,84.709999,12.5,1,0,0,1,0,2,74.080002,16.700001,24,84.709999,12.5,24,0,,,4,1990,4
21323,48,27,21,13,1,1,1,1,2,2,18.6,85,43,18.18,70,44,1990,11,4,5,1,23,0,2,48,20,65.103996,19.955999,19,85.366318,26.305264,,1,0,1,0,2,74.080002,16.700001,24,84.709999,12.5,24,1,19,20,4,1990,4
21327,45,19,26,14,1,2,1,1,2,2,20,80,40,10,73,40,40154,11,1,5,1,23,0,2,45,20,75.900002,0,20,78.25,30,1,0,0,0,0,2,73.175003,10,40,79.900002,20,40,0,,,1,40154,1
21327,45,19,26,14,1,2,1,1,2,2,20,80,40,10,73,40,40154,11,1,5,2,22,0,2,45,20,70.449997,20,20,81.550003,10,1,0,0,0,0,2,73.175003,10,40,79.900002,20,40,0,,,1,40154,1
21328,80,41,39,13,1,2,1,2,2,2,31.879999,67,69,32.470001,62,77,10611,11,12,5,2,40,0,2,80,39,59.919998,33.299999,35,65.459999,31.4,1,0,0,1,0,2,59.919998,33.299999,39,65.459999,31.4,35,0,,,12,10611,12
21328,80,41,39,13,1,2,1,2,2,2,31.879999,67,69,32.470001,62,77,10611,11,12,5,1,40,0,2,80,38,64.134735,31.618158,34,68.585297,32.374119,,1,0,1,0,2,59.919998,33.299999,39,65.459999,31.4,35,1,34,38,12,10611,12
21330,74,36,38,13,1,2,1,1,2,2,18.639999,74,59,57.75,50,71,10611,11,6,5,1,37,0,2,74,35,49.369999,48.599998,30,73.730003,16.700001,1,0,0,0,0,2,50.155914,57.777466,71,74.167458,18.666101,59,0,,,6,10611,6
21330,74,36,38,13,1,2,1,1,2,2,18.639999,74,59,57.75,50,71,10611,11,6,5,2,37,0,2,74,36,50.919998,66.699997,29,74.620003,20.700001,1,0,0,0,0,2,50.155914,57.777466,71,74.167458,18.666101,59,0,,,6,10611,6
21331,57,27,30,14,1,2,1,3,2,2,43.860001,70,57,32.139999,62,56,8433,11,19,5,1,31,0,2,57,30,65.029999,20,30,75.300003,30,1,0,0,0,0,2,61.942501,32.164288,56,70.278946,43.878948,57,0,,,19,8433,19
21331,57,27,30,14,1,2,1,3,2,2,43.860001,70,57,32.139999,62,56,8433,11,19,5,2,26,0,2,57,26,58.380001,46.200001,27,64.699997,59.299999,1,0,0,0,0,2,61.942501,32.164288,56,70.278946,43.878948,57,0,,,19,8433,19
21338,89,40,49,18,1,2,1,1,3,2,28.950001,75,76,22.08,61,77,41004,11,5,5,1,38,0,2,78,39,64.849998,17.9,38,76.550003,21.1,1,0,0,1,0,2,64.849998,17.9,39,76.550003,21.1,38,0,,,5,41004,5
21338,89,40,49,18,1,2,1,1,3,2,28.950001,75,76,22.08,61,77,41004,11,5,5,2,40,0,2,78,38,57.048683,26.370001,38,73.449997,36.799999,,1,0,1,0,2,64.849998,17.9,39,76.550003,21.1,38,1,38,38,5,41004,5
21340,60,29,31,18,1,1,1,3,2,2,32.139999,70,56,39.290001,58,56,76000,11,30,5,1,30,0,2,60,28,64.860001,21.4,28,75.459999,21.4,1,0,0,0,0,2,57.700001,39.25,56,69.82,32.150002,56,0,,,30,76000,30
21340,60,29,31,18,1,1,1,3,2,2,32.139999,70,56,39.290001,58,56,76000,11,30,5,2,30,0,2,60,28,50.540001,57.099998,28,64.18,42.900002,1,0,0,0,0,2,57.700001,39.25,56,69.82,32.150002,56,0,,,30,76000,30
21341,120,69,51,20,1,2,1,1,3,3,17.17,76,99,18.27,66,104,11395,11,0,5,1,40,0,3,120,35,67.370003,25.700001,35,75.910004,17.1,1,0,0,0,0,3,66.375,18.275961,104,76.440811,17.155556,99,0,,,0,11395,0
21341,120,69,51,20,1,2,1,1,3,3,17.17,76,99,18.27,66,104,11395,11,0,5,2,40,0,3,120,32,64.089996,18.799999,31,72.900002,22.6,1,0,0,0,0,3,66.375,18.275961,104,76.440811,17.155556,99,0,,,0,11395,0
21341,120,69,51,20,1,2,1,1,3,3,17.17,76,99,18.27,66,104,11395,11,0,5,3,40,0,3,120,37,67.410004,10.8,33,80.330002,12.1,1,0,0,0,0,3,66.375,18.275961,104,76.440811,17.155556,99,0,,,0,11395,0
21350,74,39,35,15,1,2,1,4,3,2,35.709999,66,42,30.91,65,55,8748,11,32,5,2,30,0,2,58,29,68.830002,24.1,23,67.910004,39.099998,1,0,0,1,0,2,68.830002,24.1,29,67.910004,39.099998,23,0,,,32,8748,32
21350,74,39,35,15,1,2,1,4,3,2,35.709999,66,42,30.91,65,55,8748,11,32,5,1,28,0,2,58,26,60.728077,38.505768,19,63.687893,31.606316,,1,0,1,0,2,68.830002,24.1,29,67.910004,39.099998,23,1,19,26,32,8748,32
21351,43,25,18,16,1,2,1,0,2,2,2.5599999,88,39,2.5599999,74,39,47027,11,0,5,1,21,0,2,43,21,71.669998,4.8000002,21,86.290001,4.8000002,1,0,0,0,0,2,74.231537,2.5846155,39,87.822311,2.5846155,39,0,,,0,47027,0
21351,43,25,18,16,1,2,1,0,2,2,2.5599999,88,39,2.5599999,74,39,47027,11,0,5,2,22,0,2,43,18,77.220001,0,18,89.610001,0,1,0,0,0,0,2,74.231537,2.5846155,39,87.822311,2.5846155,39,0,,,0,47027,0
21356,58,29,29,13,2,2,1,2,2,2,32.650002,70,49,35.419998,65,48,80002,12,28,5,1,29,0,2,58,24,69.25,25,27,70.849998,29.6,1,0,0,0,0,2,64.855003,35.400002,48,69.547958,32.653061,49,0,,,28,80002,28
21356,58,29,29,13,2,2,1,2,2,2,32.650002,70,49,35.419998,65,48,80002,12,28,5,2,29,0,2,58,24,60.459999,45.799999,22,67.949997,36.400002,1,0,0,0,0,2,64.855003,35.400002,48,69.547958,32.653061,49,0,,,28,80002,28
21357,19,10,9,5,2,2,1,0,1,1,15.79,77,19,5.2600002,69,19,40063,12,0,5,1,19,0,1,19,19,69.050003,5.3000002,19,77.419998,15.8,1,0,0,0,0,1,69.050003,5.3000002,19,77.419998,15.8,19,0,,,0,40063,0
21359,43,22,21,8,2,1,1,2,2,2,33.330002,71,39,46.34,57,41,91009,12,10,5,2,21,0,2,43,19,54.049999,47.400002,19,70.739998,42.099998,1,0,0,1,0,2,54.049999,47.400002,19,70.739998,42.099998,19,0,,,10,91009,10
21359,43,22,21,8,2,1,1,2,2,2,33.330002,71,39,46.34,57,41,91009,12,10,5,1,22,0,2,43,22,59.547726,45.424545,20,71.247002,24.998501,,1,0,1,0,2,54.049999,47.400002,19,70.739998,42.099998,19,1,20,22,10,91009,10
21361,105,60,45,19,1,2,1,1,3,3,31.52,71,92,52.169998,55,92,11395,11,2,5,1,39,0,3,105,34,53.619999,64.699997,34,72.5,20.6,1,0,0,1,0,3,55.68222,57.150795,63,68.891113,30.174603,63,0,,,2,11395,2
21361,105,60,45,19,1,2,1,1,3,3,31.52,71,92,52.169998,55,92,11395,11,2,5,2,33,0,3,105,29,58.099998,48.299999,29,64.660004,41.400002,1,0,0,1,0,3,55.68222,57.150795,63,68.891113,30.174603,63,0,,,2,11395,2
21361,105,60,45,19,1,2,1,1,3,3,31.52,71,92,52.169998,55,92,11395,11,2,5,3,33,0,3,105,29,53.517933,41.349655,29,75.581383,34.44276,,1,0,1,0,3,55.68222,57.150795,63,68.891113,30.174603,63,1,29,29,2,11395,2
21362,62,28,34,13,1,2,1,1,2,2,29.309999,72,58,20.34,67,59,10611,11,13,5,1,31,0,2,62,28,61.889999,39.299999,27,70.440002,37,1,0,0,0,0,2,67.422714,20.332203,59,72.428276,29.303448,58,0,,,13,10611,13
21362,62,28,34,13,1,2,1,1,2,2,29.309999,72,58,20.34,67,59,10611,11,13,5,2,31,0,2,62,31,72.419998,3.2,31,74.160004,22.6,1,0,0,0,0,2,67.422714,20.332203,59,72.428276,29.303448,58,0,,,13,10611,13
21363,149,84,65,23,1,1,1,2,5,4,33.330002,73,138,23.91,64,138,77008,11,9,5,1,38,0,4,139,38,71.449997,21.1,38,75.32,18.4,1,0,0,0,0,4,64.406525,23.935507,138,72.979713,33.315941,138,0,,,9,77008,9
21363,149,84,65,23,1,1,1,2,5,4,33.330002,73,138,23.91,64,138,77008,11,9,5,2,28,0,4,139,28,55.790001,39.299999,28,71.43,39.299999,1,0,0,0,0,4,64.406525,23.935507,138,72.979713,33.315941,138,0,,,9,77008,9
21363,149,84,65,23,1,1,1,2,5,4,33.330002,73,138,23.91,64,138,77008,11,9,5,3,35,0,4,139,35,59.599998,22.9,35,71.709999,51.400002,1,0,0,0,0,4,64.406525,23.935507,138,72.979713,33.315941,138,0,,,9,77008,9
21363,149,84,65,23,1,1,1,2,5,4,33.330002,73,138,23.91,64,138,77008,11,9,5,4,38,0,4,139,37,68.239998,16.200001,37,72.949997,27,1,0,0,0,0,4,64.406525,23.935507,138,72.979713,33.315941,138,0,,,9,77008,9
21366,133,56,77,24,1,2,1,,4,4,9.4499998,81,127,12.5,74,128,9175,11,1,5,1,32,0,4,133,29,74.449997,3.4000001,29,86.660004,3.4000001,1,0,0,0,0,4,73.843987,12.501562,128,81.394409,9.4527559,127,0,,,1,9175,1
21366,133,56,77,24,1,2,1,,4,4,9.4499998,81,127,12.5,74,128,9175,11,1,5,2,34,0,4,133,34,74.709999,8.8000002,34,81.029999,8.8000002,1,0,0,0,0,4,73.843987,12.501562,128,81.394409,9.4527559,127,0,,,1,9175,1
21366,133,56,77,24,1,2,1,,4,4,9.4499998,81,127,12.5,74,128,9175,11,1,5,3,33,0,4,133,32,72.089996,21.9,31,76,19.4,1,0,0,0,0,4,73.843987,12.501562,128,81.394409,9.4527559,127,0,,,1,9175,1
21366,133,56,77,24,1,2,1,,4,4,9.4499998,81,127,12.5,74,128,9175,11,1,5,4,34,0,4,133,33,74.120003,15.2,33,82.209999,6.0999999,1,0,0,0,0,4,73.843987,12.501562,128,81.394409,9.4527559,127,0,,,1,9175,1
21367,131,67,64,20,1,2,1,1,4,4,11.82,78,110,31.09,64,119,11395,11,3,5,1,32,0,4,131,31,62.189999,38.700001,27,75.959999,11.1,1,0,0,1,0,4,63.258644,33.315624,96,77.220901,13.503371,89,0,,,3,11395,3
21367,131,67,64,20,1,2,1,1,4,4,11.82,78,110,31.09,64,119,11395,11,3,5,2,34,0,4,131,33,67.82,24.200001,31,76.769997,19.4,1,0,0,1,0,4,63.258644,33.315624,96,77.220901,13.503371,89,0,,,3,11395,3
21367,131,67,64,20,1,2,1,1,4,4,11.82,78,110,31.09,64,119,11395,11,3,5,3,33,0,4,131,32,59.59,37.5,31,78.769997,9.6999998,1,0,0,1,0,4,63.258644,33.315624,96,77.220901,13.503371,89,0,,,3,11395,3
21367,131,67,64,20,1,2,1,1,4,4,11.82,78,110,31.09,64,119,11395,11,3,5,4,32,0,4,131,23,67.094345,21.800434,21,81.301903,4.6857142,,1,0,1,0,4,63.258644,33.315624,96,77.220901,13.503371,89,1,21,23,3,11395,3
21370,68,35,33,14,1,1,1,1,2,2,29.690001,73,64,12.12,71,66,8748,11,9,5,1,34,0,2,68,34,66.940002,11.8,32,73.220001,21.9,1,0,0,0,0,2,70.634544,12.139394,66,73.029999,29.700001,64,0,,,9,8748,9
21370,68,35,33,14,1,1,1,1,2,2,29.690001,73,64,12.12,71,66,8748,11,9,5,2,34,0,2,68,32,74.559998,12.5,32,72.839996,37.5,1,0,0,0,0,2,70.634544,12.139394,66,73.029999,29.700001,64,0,,,9,8748,9
21371,79,49,30,14,1,1,1,1,2,2,16.67,82,72,13.16,73,76,91009,11,3,5,1,39,0,2,79,36,66.059998,16.700001,34,77.089996,20.6,1,0,0,0,0,2,73.028419,13.173684,76,81.887497,16.694445,72,0,,,3,91009,3
21371,79,49,30,14,1,1,1,1,2,2,16.67,82,72,13.16,73,76,91009,11,3,5,2,40,0,2,79,40,79.300003,10,38,86.18,13.2,1,0,0,0,0,2,73.028419,13.173684,76,81.887497,16.694445,72,0,,,3,91009,3
21373,50,23,27,11,1,1,1,0,2,2,10.64,85,47,4.2600002,80,47,12633,11,1,5,1,25,0,2,50,25,81.599998,0,25,84.199997,12,1,0,0,0,0,2,80.298721,4.2595744,47,84.658722,10.642553,47,0,,,1,12633,1
21373,50,23,27,11,1,1,1,0,2,2,10.64,85,47,4.2600002,80,47,12633,11,1,5,2,25,0,2,50,22,78.82,9.1000004,22,85.18,9.1000004,1,0,0,0,0,2,80.298721,4.2595744,47,84.658722,10.642553,47,0,,,1,12633,1
21374,47,22,25,8,1,1,1,0,2,2,9.3000002,84,43,6.98,84,43,12443,11,0,5,1,24,0,2,47,21,83.290001,9.5,21,84.43,4.8000002,1,0,0,0,0,2,84.00116,6.9418607,43,84.163956,9.3023252,43,0,,,0,12443,0
21374,47,22,25,8,1,1,1,0,2,2,9.3000002,84,43,6.98,84,43,12443,11,0,5,2,23,0,2,47,22,84.68,4.5,22,83.910004,13.6,1,0,0,0,0,2,84.00116,6.9418607,43,84.163956,9.3023252,43,0,,,0,12443,0
21375,78,44,34,13,1,2,1,3,2,2,48.529999,64,68,39.130001,55,69,76000,11,11,5,1,39,0,2,78,39,54.509998,41,38,63.209999,50,1,0,0,0,0,2,54.297791,42.825974,77,63.0825,50,72,0,,,11,76000,11
21375,78,44,34,13,1,2,1,3,2,2,48.529999,64,68,39.130001,55,69,76000,11,11,5,2,39,0,2,78,38,54.080002,44.700001,34,62.939999,50,1,0,0,0,0,2,54.297791,42.825974,77,63.0825,50,72,0,,,11,76000,11
21379,70,42,28,12,1,1,1,,2,2,31.75,74,63,25,69,64,10611,11,12,5,1,35,0,2,70,35,68.830002,25.700001,34,77.739998,23.5,1,0,0,0,0,2,69.251404,24.975,64,74.080475,31.739683,63,0,,,12,10611,12
21379,70,42,28,12,1,1,1,,2,2,31.75,74,63,25,69,64,10611,11,12,5,2,35,0,2,70,29,69.760002,24.1,29,69.790001,41.400002,1,0,0,0,0,2,69.251404,24.975,64,74.080475,31.739683,63,0,,,12,10611,12
31001,72,37,35,14,1,2,1,5,3,2,35.419998,64,48,21.57,65,51,10207,11,31,5,1,30,0,2,58,25,63.040001,36,23,60.389999,43.5,1,0,0,0,0,2,63.056362,25.472727,55,61.42173,40.376923,52,0,,,31,10207,31
31001,72,37,35,14,1,2,1,5,3,2,35.419998,64,48,21.57,65,51,10207,11,31,5,2,28,0,2,58,30,63.07,16.700001,29,62.240002,37.900002,1,0,0,0,0,2,63.056362,25.472727,55,61.42173,40.376923,52,0,,,31,10207,31
31002,60,23,37,13,2,2,1,8,3,2,22.73,73,44,15.91,70,44,10207,12,41,5,1,23,0,2,52,23,73.260002,17.4,23,79.650002,8.6999998,1,0,0,0,0,2,70.429771,15.920455,44,72.634094,22.731817,44,0,,,41,10207,41
31002,60,23,37,13,2,2,1,8,3,2,22.73,73,44,15.91,70,44,10207,12,41,5,2,29,0,2,52,21,67.330002,14.3,21,64.949997,38.099998,1,0,0,0,0,2,70.429771,15.920455,44,72.634094,22.731817,44,0,,,41,10207,41
31007,62,36,26,13,1,1,1,2,3,2,4.7600002,81,42,23.26,75,43,98004,11,7,5,1,22,0,2,44,20,79.949997,5,20,83.150002,5,1,0,0,0,0,2,74.579765,23.239534,43,80.902855,4.7380953,42,0,,,7,98004,7
31007,62,36,26,13,1,1,1,2,3,2,4.7600002,81,42,23.26,75,43,98004,11,7,5,2,22,0,2,44,23,69.910004,39.099998,22,78.860001,4.5,1,0,0,0,0,2,74.579765,23.239534,43,80.902855,4.7380953,42,0,,,7,98004,7
31008,18,7,11,6,2,1,1,4,1,1,38.459999,63,13,23.08,62,13,98004,12,42,5,1,18,0,1,18,13,61.849998,23.1,13,62.689999,38.5,1,0,0,0,0,1,61.849998,23.1,13,62.689999,38.5,13,0,,,42,98004,42
31012,19,11,8,6,1,1,1,1,1,1,29.41,74,17,38.889999,55,18,505,11,4,5,1,19,0,1,19,18,55,38.889999,17,74,29.41,,1,0,1,0,1,,,,,,,1,,,4,505,4
31017,95,49,46,19,1,1,1,2,3,3,20.690001,74,87,25.84,66,89,93005,11,12,5,1,33,0,3,95,31,65.970001,22.6,29,71,27.6,1,0,0,0,0,3,65.765953,25.874157,89,73.711723,20.696552,87,0,,,12,93005,12
31017,95,49,46,19,1,1,1,2,3,3,20.690001,74,87,25.84,66,89,93005,11,12,5,2,30,0,3,95,26,65.690002,23.1,26,76.959999,7.6999998,1,0,0,0,0,3,65.765953,25.874157,89,73.711723,20.696552,87,0,,,12,93005,12
31017,95,49,46,19,1,1,1,2,3,3,20.690001,74,87,25.84,66,89,93005,11,12,5,3,32,0,3,95,32,65.629997,31.299999,32,73.529999,25,1,0,0,0,0,3,65.765953,25.874157,89,73.711723,20.696552,87,0,,,12,93005,12
31019,20,7,13,7,2,1,1,6,1,1,25,70,20,20,69,20,93005,12,32,5,1,20,0,1,20,20,69.199997,20,20,70.449997,25,1,0,0,0,0,1,69.199997,20,20,70.449997,25,20,0,,,32,93005,32
31021,74,36,38,18,1,1,1,6,3,2,24.49,66,49,48.98,50,49,65003,11,32,5,1,31,0,2,62,25,45.200001,52,25,63.119999,28,1,0,0,0,0,2,49.573879,48.963264,49,66.205711,24.473469,49,0,,,32,65003,32
31021,74,36,38,18,1,1,1,6,3,2,24.49,66,49,48.98,50,49,65003,11,32,5,2,31,0,2,62,24,54.130001,45.799999,24,69.419998,20.799999,1,0,0,0,0,2,49.573879,48.963264,49,66.205711,24.473469,49,0,,,32,65003,32
31022,134,69,65,28,1,1,1,1,4,3,11.71,77,111,29.73,62,111,65003,11,7,5,1,40,0,3,121,38,60.970001,39.5,38,73.580002,18.4,1,0,0,0,0,3,62.268738,29.740541,111,77.038742,11.725225,111,0,,,7,65003,7
31022,134,69,65,28,1,1,1,1,4,3,11.71,77,111,29.73,62,111,65003,11,7,5,2,41,0,3,121,39,65.050003,28.200001,39,79.440002,10.3,1,0,0,0,0,3,62.268738,29.740541,111,77.038742,11.725225,111,0,,,7,65003,7
31022,134,69,65,28,1,1,1,1,4,3,11.71,77,111,29.73,62,111,65003,11,7,5,3,40,0,3,121,34,60.529999,20.6,34,78.150002,5.9000001,1,0,0,0,0,3,62.268738,29.740541,111,77.038742,11.725225,111,0,,,7,65003,7
31023,145,70,75,32,1,1,1,1,4,4,21.32,74,136,22.299999,68,139,65003,11,5,5,1,36,0,4,145,35,69.599998,17.1,34,78.260002,14.7,1,0,0,0,0,4,67.893311,22.289209,139,74.206543,21.329412,136,0,,,5,65003,5
31023,145,70,75,32,1,1,1,1,4,4,21.32,74,136,22.299999,68,139,65003,11,5,5,2,37,0,4,145,33,83.300003,3,33,79.639999,12.1,1,0,0,0,0,4,67.893311,22.289209,139,74.206543,21.329412,136,0,,,5,65003,5
31023,145,70,75,32,1,1,1,1,4,4,21.32,74,136,22.299999,68,139,65003,11,5,5,3,36,0,4,145,36,53.669998,41.700001,34,67.470001,35.299999,1,0,0,0,0,4,67.893311,22.289209,139,74.206543,21.329412,136,0,,,5,65003,5
31023,145,70,75,32,1,1,1,1,4,4,21.32,74,136,22.299999,68,139,65003,11,5,5,4,36,0,4,145,35,66.290001,25.700001,35,71.690002,22.9,1,0,0,0,0,4,67.893311,22.289209,139,74.206543,21.329412,136,0,,,5,65003,5
