schlcode,c_size,c_boys,c_girls,c_numcl,c_pik,c_status,c_leom,c_tip,c_num4rd,c_type,flgrm4,mrkgrm4,ngrm4,flmth4,mrkmth4,nmth4,towncode,popcode,tip_a,grade,classid,classize,_type_,_freq_,cohsize,mathsize,avgmath,passmath,verbsize,avgverb,passverb,studchk,misskov2,missagg,nmiss_k,nmiss_a,classct,math_n,flmath_n,nmath_n,verb_n,flverb_n,nverb_n,impute,nverb_m,nmath_m,tip_s,townid,tipuach
21209,63,29,34,17,1,2,1,4,2,2,18,71,61,14.29,74,63,28001,11,41,4,2,31,0,2,63,33,80.940002,9.1000004,31,74.260002,9.6999998,1,0,0,0,0,2,74.097145,14.290476,63,71.097702,18.060656,61,0,,,41,28001,41
21210,56,21,35,16,1,2,1,6,2,2,19,69,42,23.4,65,47,28001,11,46,4,2,28,0,2,56,26,61.619999,34.599998,26,58.689999,42.299999,1,0,0,1,0,2,61.619999,34.599998,26,58.689999,42.299999,26,0,,,46,28001,46
21210,56,21,35,16,1,2,1,6,2,2,19,69,42,23.4,65,47,28001,11,46,4,1,28,0,2,56,21,69.184761,9.5333338,16,85.753754,,,1,0,1,0,2,61.619999,34.599998,26,58.689999,42.299999,26,1,16,21,46,28001,46
21211,15,4,11,6,2,2,1,8,1,1,8,63,12,53.849998,66,13,28001,12,56,4,1,15,0,1,15,13,65.849998,53.799999,12,62.75,8.3000002,1,0,0,0,0,1,65.849998,53.799999,13,62.75,8.3000002,12,0,,,56,28001,56
21212,58,33,25,12,2,2,1,6,2,2,11,71,54,27.780001,66,54,28001,12,44,4,1,29,0,2,58,26,72.080002,23.1,26,74.120003,7.6999998,1,0,0,1,0,2,72.080002,23.1,26,74.120003,7.6999998,26,0,,,44,28001,44
21212,58,33,25,12,2,2,1,6,2,2,11,71,54,27.780001,66,54,28001,12,44,4,2,29,0,2,58,28,60.354286,32.125713,28,68.102859,14.064285,,1,0,1,0,2,72.080002,23.1,26,74.120003,7.6999998,26,1,28,28,44,28001,44
21213,20,11,9,6,1,1,1,0,1,1,20,65,15,35.290001,64,17,5793,11,0,4,1,20,0,1,20,17,63.470001,35.299999,15,64.730003,20,1,0,0,0,0,1,63.470001,35.299999,17,64.730003,20,15,0,,,0,5793,0
21214,49,24,25,10,1,1,1,1,2,2,11,79,45,34.09,74,44,265,11,4,4,1,24,0,2,49,21,69.290001,38.099998,22,73,13.6,1,0,0,0,0,2,73.503181,34.075001,44,79.199776,11.095555,45,0,,,4,265,4
21214,49,24,25,10,1,1,1,1,2,2,11,79,45,34.09,74,44,265,11,4,4,2,25,0,2,49,23,77.349998,30.4,23,85.129997,8.6999998,1,0,0,0,0,2,73.503181,34.075001,44,79.199776,11.095555,45,0,,,4,265,4
21215,51,22,29,12,1,1,1,1,2,2,6,80,48,12.5,71,48,3905,11,3,4,1,26,0,2,51,24,71.959999,12.5,24,79.580002,12.5,1,0,0,0,0,2,70.75,12.5,48,79.644997,6.25,48,0,,,3,3905,3
21215,51,22,29,12,1,1,1,1,2,2,6,80,48,12.5,71,48,3905,11,3,4,2,25,0,2,51,24,69.540001,12.5,24,79.709999,0,1,0,0,0,0,2,70.75,12.5,48,79.644997,6.25,48,0,,,3,3905,3
21216,20,9,11,5,2,2,1,8,1,1,7,69,14,60,69,15,8540,12,39,4,1,20,0,1,20,15,68.800003,60,14,69.290001,7.0999999,1,0,0,0,0,1,68.800003,60,15,69.290001,7.0999999,14,0,,,39,8540,39
21221,67,32,35,12,1,1,1,1,2,2,16,76,64,12.7,79,63,1222,11,6,4,1,35,0,2,67,31,76.970001,12.9,32,72.529999,25,1,0,0,1,0,2,76.970001,12.9,31,72.529999,25,32,0,,,6,1222,6
21221,67,32,35,12,1,1,1,1,2,2,16,76,64,12.7,79,63,1222,11,6,4,2,32,0,2,67,32,80.96656,12.50625,32,79.470001,7,,1,0,1,0,2,76.970001,12.9,31,72.529999,25,32,1,32,32,6,1222,6
21227,109,57,52,19,2,1,1,,3,3,8,77,91,54.349998,61,92,3046,12,4,4,1,37,0,3,109,22,63.950001,54.5,22,74.550003,18.200001,1,0,0,0,0,3,62.529545,57.572727,66,77.760452,7.5818181,66,0,,,4,3046,4
21227,109,57,52,19,2,1,1,,3,3,8,77,91,54.349998,61,92,3046,12,4,4,2,36,0,3,109,19,56.950001,63.200001,19,80.110001,0,1,0,0,0,0,3,62.529545,57.572727,66,77.760452,7.5818181,66,0,,,4,3046,4
21227,109,57,52,19,2,1,1,,3,3,8,77,91,54.349998,61,92,3046,12,4,4,3,36,0,3,109,25,65.519997,56,25,78.800003,4,1,0,0,0,0,3,62.529545,57.572727,66,77.760452,7.5818181,66,0,,,4,3046,4
21229,17,8,9,6,2,1,1,1,1,1,18,81,17,17.65,79,17,1420,12,5,4,1,17,0,1,17,17,79.349998,17.6,17,80.940002,17.6,1,0,0,0,0,1,79.349998,17.6,17,80.940002,17.6,17,0,,,5,1420,5
21233,12,6,6,5,1,2,1,6,1,1,0,74,13,0,82,13,6148,11,32,4,1,12,0,1,12,13,81.849998,0,13,74.309998,0,1,0,0,0,0,1,81.849998,0,13,74.309998,0,13,0,,,32,6148,32
21235,27,12,15,7,1,2,1,5,1,1,31,62,26,61.540001,51,26,8128,11,35,4,1,27,0,1,27,26,51.27,61.5,26,62,30.799999,1,0,0,0,0,1,51.27,61.5,26,62,30.799999,26,0,,,35,8128,35
21236,36,17,19,9,2,2,1,8,1,1,12,68,33,15.15,70,33,8128,12,35,4,1,36,0,1,36,33,70.059998,15.2,33,67.669998,12.1,1,0,0,0,0,1,70.059998,15.2,33,67.669998,12.1,33,0,,,35,8128,35
21241,47,19,28,11,1,1,1,1,2,2,19,70,47,25.530001,63,47,1263,11,2,4,1,24,0,2,47,24,62.669998,16.700001,24,73.580002,12.5,1,0,0,0,0,2,63.174042,25.557447,47,69.616173,19.155319,47,0,,,2,1263,2
21241,47,19,28,11,1,1,1,1,2,2,19,70,47,25.530001,63,47,1263,11,2,4,2,23,0,2,47,23,63.700001,34.799999,23,65.480003,26.1,1,0,0,0,0,2,63.174042,25.557447,47,69.616173,19.155319,47,0,,,2,1263,2
21258,22,11,11,6,2,2,1,8,1,1,24,62,21,77.269997,46,22,10611,12,63,4,1,22,0,1,22,22,45.91,77.300003,21,62.330002,23.799999,1,0,0,0,0,1,45.91,77.300003,22,62.330002,23.799999,21,0,,,63,10611,63
21265,67,40,27,20,1,2,1,5,2,2,6,73,64,24.24,66,66,28001,11,34,4,1,34,0,2,67,33,66.18,30.299999,32,72.339996,6.3000002,1,0,0,0,0,2,66.470001,24.25,66,72.875,6.3000002,64,0,,,34,28001,34
21265,67,40,27,20,1,2,1,5,2,2,6,73,64,24.24,66,66,28001,11,34,4,2,33,0,2,67,33,66.760002,18.200001,32,73.410004,6.3000002,1,0,0,0,0,2,66.470001,24.25,66,72.875,6.3000002,64,0,,,34,28001,34
21268,103,58,45,23,2,2,1,6,4,3,18,70,71,38.57,64,70,80002,12,38,4,2,24,0,3,62,20,62.5,30,21,68,28.6,1,0,0,1,0,3,64.222,34.02,50,68,23.541176,51,0,,,38,80002,38
21268,103,58,45,23,2,2,1,6,4,3,18,70,71,38.57,64,70,80002,12,38,4,3,14,0,3,62,30,65.370003,36.700001,30,68,20,1,0,0,1,0,3,64.222,34.02,50,68,23.541176,51,0,,,38,80002,38
21268,103,58,45,23,2,2,1,6,4,3,18,70,71,38.57,64,70,80002,12,38,4,1,24,0,3,62,20,63.445,49.945,20,75.099998,3.8699999,,1,0,1,0,3,64.222,34.02,50,68,23.541176,51,1,20,20,38,80002,38
21273,25,11,14,10,1,1,1,5,1,1,41,60,22,47.830002,61,23,77008,11,33,4,1,25,0,1,25,23,61.169998,47.799999,22,60.59,40.900002,1,0,0,0,0,1,61.169998,47.799999,23,60.59,40.900002,22,0,,,33,77008,33
21275,21,12,9,8,1,1,1,2,1,1,5,77,20,25,71,20,299,11,11,4,1,21,0,1,21,20,71.349998,25,20,76.900002,5,1,0,0,0,0,1,71.349998,25,20,76.900002,5,20,0,,,11,299,11
21276,37,19,18,9,2,2,1,8,2,1,0,66,20,28.57,60,21,20347,12,59,4,1,24,0,1,24,24,57.169998,37.5,23,62.52,8.6999998,1,0,0,0,0,1,57.169998,37.5,24,62.52,8.6999998,23,0,,,59,20347,59
21277,60,24,36,13,1,2,1,1,3,2,21,72,42,38.459999,60,52,11395,11,11,4,1,22,0,2,47,24,60.169998,41.700001,22,73.639999,18.200001,1,0,0,0,0,2,60.52,38.469231,52,71.787621,21.438095,42,0,,,11,11395,11
21277,60,24,36,13,1,2,1,1,3,2,21,72,42,38.459999,60,52,11395,11,11,4,2,25,0,2,47,28,60.82,35.700001,20,69.75,25,1,0,0,0,0,2,60.52,38.469231,52,71.787621,21.438095,42,0,,,11,11395,11
21279,52,31,21,12,2,2,1,6,2,2,24,69,51,45.279999,65,53,92007,12,34,4,1,27,0,2,52,27,59.189999,55.599998,25,67.440002,24,1,0,0,0,0,2,64.851135,45.298115,53,68.683922,23.541176,51,0,,,34,92007,34
21279,52,31,21,12,2,2,1,6,2,2,24,69,51,45.279999,65,53,92007,12,34,4,2,25,0,2,52,26,70.730003,34.599998,26,69.879997,23.1,1,0,0,0,0,2,64.851135,45.298115,53,68.683922,23.541176,51,0,,,34,92007,34
21280,15,7,8,5,1,1,1,1,1,1,0,84,14,7.1399999,85,14,4523,11,7,4,1,15,0,1,15,14,85.209999,7.0999999,14,84,0,1,0,0,0,0,1,85.209999,7.0999999,14,84,0,14,0,,,7,4523,7
21281,47,27,20,12,2,2,1,6,2,2,13,77,32,19.35,73,31,10637,12,43,4,1,27,0,2,47,17,76.410004,17.6,18,76.330002,16.700001,1,0,0,0,0,2,71.811562,21.865625,32,74.353531,17.688236,34,0,,,43,10637,43
21281,47,27,20,12,2,2,1,6,2,2,13,77,32,19.35,73,31,10637,12,43,4,2,20,0,2,47,15,66.599998,26.700001,16,72.129997,18.799999,1,0,0,0,0,2,71.811562,21.865625,32,74.353531,17.688236,34,0,,,43,10637,43
21282,63,31,32,15,1,2,1,4,3,2,15,68,46,32,73,50,76000,11,31,4,1,25,0,2,48,24,72.459999,29.200001,23,66.169998,21.700001,1,0,0,0,0,2,72.761597,32.007999,50,68.105003,15.2,46,0,,,31,76000,31
21282,63,31,32,15,1,2,1,4,3,2,15,68,46,32,73,50,76000,11,31,4,2,23,0,2,48,26,73.040001,34.599998,23,70.040001,8.6999998,1,0,0,0,0,2,72.761597,32.007999,50,68.105003,15.2,46,0,,,31,76000,31
21285,25,11,14,9,1,2,1,7,1,1,12,74,17,29.41,71,17,28001,11,45,4,1,25,0,1,25,17,70.82,29.4,17,73.589996,11.8,1,0,0,0,0,1,70.82,29.4,17,73.589996,11.8,17,0,,,45,28001,45
21293,71,49,22,13,1,2,1,4,3,2,29,71,55,30.91,67,55,5702,11,27,4,1,27,0,2,58,26,72.580002,19.200001,26,76.769997,19.200001,1,0,0,0,0,2,66.853821,30.905455,55,70.80127,29.059999,55,0,,,27,5702,27
21293,71,49,22,13,1,2,1,4,3,2,29,71,55,30.91,67,55,5702,11,27,4,2,31,0,2,58,29,61.720001,41.400002,29,65.449997,37.900002,1,0,0,0,0,2,66.853821,30.905455,55,70.80127,29.059999,55,0,,,27,5702,27
21307,71,37,34,14,1,2,1,2,2,2,18,67,57,51.790001,57,56,10611,11,10,4,1,35,0,2,71,27,54.889999,59.299999,29,58,24.1,1,0,0,0,0,2,57.5,51.791073,56,66.650528,17.517544,57,0,,,10,10611,10
21307,71,37,34,14,1,2,1,2,2,2,18,67,57,51.790001,57,56,10611,11,10,4,2,36,0,2,71,29,59.93,44.799999,28,75.610001,10.7,1,0,0,0,0,2,57.5,51.791073,56,66.650528,17.517544,57,0,,,10,10611,10
21310,56,26,30,13,2,2,1,4,2,2,4,78,51,27.450001,66,51,11395,12,44,4,1,30,0,2,56,26,60.5,34.599998,26,72.540001,3.8,1,0,0,0,0,2,66.352943,27.443138,51,77.647842,3.8980391,51,0,,,44,11395,44
21310,56,26,30,13,2,2,1,4,2,2,4,78,51,27.450001,66,51,11395,12,44,4,2,26,0,2,56,25,72.440002,20,25,82.959999,4,1,0,0,0,0,2,66.352943,27.443138,51,77.647842,3.8980391,51,0,,,44,11395,44
21312,98,52,46,20,1,2,1,1,4,3,14,68,70,36.990002,61,73,11395,11,10,4,1,33,0,3,89,30,61.130001,40,30,70.57,13.3,1,0,0,0,0,3,60.684109,36.991779,73,68.387146,14.271428,70,0,,,10,11395,10
21312,98,52,46,20,1,2,1,1,4,3,14,68,70,36.990002,61,73,11395,11,10,4,2,28,0,3,89,21,59.139999,28.6,20,62.75,10,1,0,0,0,0,3,60.684109,36.991779,73,68.387146,14.271428,70,0,,,10,11395,10
21312,98,52,46,20,1,2,1,1,4,3,14,68,70,36.990002,61,73,11395,11,10,4,3,28,0,3,89,22,61.549999,40.900002,20,70.75,20,1,0,0,0,0,3,60.684109,36.991779,73,68.387146,14.271428,70,0,,,10,11395,10
21313,35,15,20,9,1,2,1,1,1,1,0,81,30,32.349998,58,34,41012,11,3,4,1,35,0,1,35,34,58,32.349998,30,81,0,,1,0,1,0,1,,,,,,,1,,,3,41012,3
21315,88,56,32,15,2,2,1,0,3,2,9,81,69,23.530001,69,68,47019,12,8,4,1,28,0,3,88,38,72.129997,23.700001,39,80.849998,10.3,1,0,0,0,0,3,68.705002,23.538235,68,80.596375,8.7202902,69,0,,,8,40055,8
21315,88,56,32,15,2,2,1,0,3,2,9,81,69,23.530001,69,68,47019,12,8,4,2,52,0,3,88,5,47.400002,60,5,64,40,1,0,0,0,0,3,68.705002,23.538235,68,80.596375,8.7202902,69,0,,,8,40055,8
21315,88,56,32,15,2,2,1,0,3,2,9,81,69,23.530001,69,68,47019,12,8,4,3,8,0,3,88,25,67.760002,16,25,83.519997,0,1,0,0,0,0,3,68.705002,23.538235,68,80.596375,8.7202902,69,0,,,8,40055,8
21316,29,15,14,14,2,2,1,5,1,1,29,59,31,58.060001,58,31,10611,12,24,4,1,29,0,1,29,15,58.07,60,15,63.73,26.700001,1,0,0,0,0,1,58.07,60,15,63.73,26.700001,15,0,,,24,10611,24
21322,115,53,62,22,1,2,1,4,4,3,21,67,100,16.83,72,101,67009,11,24,4,1,36,0,3,103,33,78.029999,12.1,32,75.059998,9.3999996,1,0,0,1,0,3,73.522171,10.117392,69,71.354118,16.17647,68,0,,,24,67009,24
21322,115,53,62,22,1,2,1,4,4,3,21,67,100,16.83,72,101,67009,11,24,4,3,32,0,3,103,36,69.389999,8.3000002,36,68.059998,22.200001,1,0,0,1,0,3,73.522171,10.117392,69,71.354118,16.17647,68,0,,,24,67009,24
21322,115,53,62,22,1,2,1,4,4,3,21,67,100,16.83,72,101,67009,11,24,4,2,35,0,3,103,32,68.717812,31.304062,32,57.747501,31.25,,1,0,1,0,3,73.522171,10.117392,69,71.354118,16.17647,68,1,32,32,24,67009,24
21323,51,25,26,13,1,1,1,1,2,2,2,81,46,13.04,73,46,1990,11,4,4,1,25,0,2,51,23,73.739998,8.6999998,23,82.300003,0,1,0,0,0,0,2,73.285004,13.05,46,81.5,2.1500001,46,0,,,4,1990,4
21323,51,25,26,13,1,1,1,1,2,2,2,81,46,13.04,73,46,1990,11,4,4,2,26,0,2,51,23,72.830002,17.4,23,80.699997,4.3000002,1,0,0,0,0,2,73.285004,13.05,46,81.5,2.1500001,46,0,,,4,1990,4
21327,33,16,17,14,1,2,1,1,1,1,0,79,26,23.08,69,26,40154,11,1,4,1,33,0,1,33,26,69.040001,23.1,26,78.620003,0,1,0,0,0,0,1,69.040001,23.1,26,78.620003,0,26,0,,,1,40154,1
21328,85,47,38,13,1,2,1,2,3,2,10,67,51,38.330002,60,60,10611,11,12,4,2,37,0,2,50,30,62.470001,30,27,70.669998,7.4000001,1,0,0,0,0,2,60,38.349998,60,66.94294,9.8000002,51,0,,,12,10611,12
21328,85,47,38,13,1,2,1,2,3,2,10,67,51,38.330002,60,60,10611,11,12,4,3,13,0,2,50,30,57.529999,46.700001,24,62.75,12.5,1,0,0,0,0,2,60,38.349998,60,66.94294,9.8000002,51,0,,,12,10611,12
21330,87,37,50,13,1,2,1,1,3,3,27,61,78,40.48,57,84,10611,11,6,4,1,30,0,3,87,30,60.299999,33.299999,27,64.370003,18.5,1,0,0,0,0,3,57.477856,40.467857,84,60.909615,26.90641,78,0,,,6,10611,6
21330,87,37,50,13,1,2,1,1,3,3,27,61,78,40.48,57,84,10611,11,6,4,2,28,0,3,87,27,63.150002,25.9,26,64.459999,19.200001,1,0,0,0,0,3,57.477856,40.467857,84,60.909615,26.90641,78,0,,,6,10611,6
21330,87,37,50,13,1,2,1,1,3,3,27,61,78,40.48,57,84,10611,11,6,4,3,29,0,3,87,27,48.669998,63,25,53.48,44,1,0,0,0,0,3,57.477856,40.467857,84,60.909615,26.90641,78,0,,,6,10611,6
21331,53,33,20,14,1,2,1,3,2,2,34,65,50,46.939999,54,49,8433,11,19,4,2,25,0,2,53,21,54.709999,42.900002,22,67.32,40.900002,1,0,0,1,0,2,54.709999,42.900002,21,67.32,40.900002,22,0,,,19,8433,19
21331,53,33,20,14,1,2,1,3,2,2,34,65,50,46.939999,54,49,8433,11,19,4,1,28,0,2,53,28,53.467499,49.970001,28,63.177143,28.578571,,1,0,1,0,2,54.709999,42.900002,21,67.32,40.900002,22,1,28,28,19,8433,19
21338,83,33,50,18,1,2,1,1,3,2,12,70,68,25.35,59,71,41004,11,5,4,1,37,0,2,75,36,59.279999,19.4,36,66.970001,13.9,1,0,0,0,0,2,59.422958,25.315493,71,69.67588,11.782353,68,0,,,5,41004,5
21338,83,33,50,18,1,2,1,1,3,2,12,70,68,25.35,59,71,41004,11,5,4,2,38,0,2,75,35,59.57,31.4,32,72.720001,9.3999996,1,0,0,0,0,2,59.422958,25.315493,71,69.67588,11.782353,68,0,,,5,41004,5
21340,85,38,47,18,1,1,1,3,3,3,13,68,72,36.990002,61,73,76000,11,30,4,1,28,0,3,85,27,60.48,44.400002,27,66.93,14.8,1,0,0,0,0,3,60.930138,36.953426,73,67.918747,12.491667,72,0,,,30,76000,30
21340,85,38,47,18,1,1,1,3,3,3,13,68,72,36.990002,61,73,76000,11,30,4,2,28,0,3,85,24,60.080002,33.299999,24,72.25,4.1999998,1,0,0,0,0,3,60.930138,36.953426,73,67.918747,12.491667,72,0,,,30,76000,30
21340,85,38,47,18,1,1,1,3,3,3,13,68,72,36.990002,61,73,76000,11,30,4,3,29,0,3,85,22,62.41,31.799999,21,64.239998,19,1,0,0,0,0,3,60.930138,36.953426,73,67.918747,12.491667,72,0,,,30,76000,30
21341,107,49,58,20,1,2,1,1,3,3,7,72,86,44.709999,64,85,11395,11,0,4,1,40,0,3,107,30,71.169998,30,30,76.169998,3.3,1,0,0,1,0,3,65.725555,40.755554,54,72.094444,7.3888888,54,0,,,0,11395,0
21341,107,49,58,20,1,2,1,1,3,3,7,72,86,44.709999,64,85,11395,11,0,4,3,29,0,3,107,24,58.919998,54.200001,24,67,12.5,1,0,0,1,0,3,65.725555,40.755554,54,72.094444,7.3888888,54,0,,,0,11395,0
21341,107,49,58,20,1,2,1,1,3,3,7,72,86,44.709999,64,85,11395,11,0,4,2,38,0,3,107,31,60.994194,51.598389,32,71.840622,6.34375,,1,0,1,0,3,65.725555,40.755554,54,72.094444,7.3888888,54,1,32,31,0,11395,0
21350,77,40,37,15,1,2,1,4,3,2,44,56,48,32.790001,61,61,8748,11,32,4,1,31,0,2,62,31,66.129997,32.299999,25,59.84,32,1,0,0,0,0,2,60.607048,32.791801,61,56.543335,43.739582,48,0,,,32,8748,32
21350,77,40,37,15,1,2,1,4,3,2,44,56,48,32.790001,61,61,8748,11,32,4,2,31,0,2,62,30,54.900002,33.299999,23,52.959999,56.5,1,0,0,0,0,2,60.607048,32.791801,61,56.543335,43.739582,48,0,,,32,8748,32
21351,55,30,25,16,1,2,1,0,2,2,2,85,44,4.5500002,77,44,47027,11,0,4,1,29,0,2,55,21,71.620003,9.5,21,83.57,4.8000002,1,0,0,0,0,2,76.842049,4.534091,44,84.840225,2.2909091,44,0,,,0,47027,0
21351,55,30,25,16,1,2,1,0,2,2,2,85,44,4.5500002,77,44,47027,11,0,4,2,26,0,2,55,23,81.610001,0,23,86,0,1,0,0,0,0,2,76.842049,4.534091,44,84.840225,2.2909091,44,0,,,0,47027,0
21356,60,27,33,13,2,2,1,2,2,2,10,73,51,43.139999,67,51,80002,12,28,4,1,27,0,2,60,23,65.57,60.900002,24,72.629997,8.3000002,1,0,0,1,0,2,65.57,60.900002,23,72.629997,8.3000002,24,0,,,28,80002,28
21356,60,27,33,13,2,2,1,2,2,2,10,73,51,43.139999,67,51,80002,12,28,4,2,33,0,2,60,28,68.174644,28.551428,27,73.328888,11.511111,,1,0,1,0,2,65.57,60.900002,23,72.629997,8.3000002,24,1,27,28,28,80002,28
21357,20,13,7,5,2,2,1,0,1,1,18,83,17,23.530001,74,17,40063,12,0,4,1,20,0,1,20,17,74.470001,23.5,17,82.760002,17.6,1,0,0,0,0,1,74.470001,23.5,17,82.760002,17.6,17,0,,,0,40063,0
21359,42,23,19,8,2,1,1,2,2,2,20,76,40,35.709999,67,42,91009,12,10,4,1,21,0,2,42,19,73.260002,21.1,19,80.419998,10.5,1,0,0,0,0,2,68.1465,35.012501,40,75.547997,20.002501,40,0,,,10,91009,10
21359,42,23,19,8,2,1,1,2,2,2,20,76,40,35.709999,67,42,91009,12,10,4,2,21,0,2,42,21,63.52,47.599998,21,71.139999,28.6,1,0,0,0,0,2,68.1465,35.012501,40,75.547997,20.002501,40,0,,,10,91009,10
21361,129,59,70,19,1,2,1,1,4,3,8,73,111,38.049999,65,113,11395,11,2,4,1,38,0,3,116,35,64.059998,34.299999,35,76.110001,2.9000001,1,0,0,0,0,3,64.698494,38.061947,113,73.004951,8.1378374,111,0,,,2,11395,2
21361,129,59,70,19,1,2,1,1,4,3,8,73,111,38.049999,65,113,11395,11,2,4,2,39,0,3,116,39,64.099998,48.700001,38,68.18,15.8,1,0,0,0,0,3,64.698494,38.061947,113,73.004951,8.1378374,111,0,,,2,11395,2
21361,129,59,70,19,1,2,1,1,4,3,8,73,111,38.049999,65,113,11395,11,2,4,3,39,0,3,116,39,65.870003,30.799999,38,74.970001,5.3000002,1,0,0,0,0,3,64.698494,38.061947,113,73.004951,8.1378374,111,0,,,2,11395,2
21362,55,32,23,13,1,2,1,1,2,2,13,66,55,24.559999,66,57,10611,11,13,4,1,28,0,2,55,29,68.900002,20.700001,29,67.620003,17.200001,1,0,0,0,0,2,66.055786,24.580702,57,66.253815,12.709091,55,0,,,13,10611,13
21362,55,32,23,13,1,2,1,1,2,2,13,66,55,24.559999,66,57,10611,11,13,4,2,27,0,2,55,28,63.110001,28.6,26,64.730003,7.6999998,1,0,0,0,0,2,66.055786,24.580702,57,66.253815,12.709091,55,0,,,13,10611,13
21363,146,83,63,23,1,1,1,2,5,4,22,67,134,28.360001,69,134,77008,11,9,4,1,34,0,4,137,34,75.32,17.6,34,70.709999,14.7,1,0,0,1,0,4,72.232346,23.397297,111,67.053963,22.507208,111,0,,,9,77008,9
21363,146,83,63,23,1,1,1,2,5,4,22,67,134,28.360001,69,134,77008,11,9,4,2,38,0,4,137,37,63.43,35.099998,37,59.049999,40.5,1,0,0,1,0,4,72.232346,23.397297,111,67.053963,22.507208,111,0,,,9,77008,9
21363,146,83,63,23,1,1,1,2,5,4,22,67,134,28.360001,69,134,77008,11,9,4,4,40,0,4,137,40,77.75,17.5,40,71.349998,12.5,1,0,0,1,0,4,72.232346,23.397297,111,67.053963,22.507208,111,0,,,9,77008,9
21363,146,83,63,23,1,1,1,2,5,4,22,67,134,28.360001,69,134,77008,11,9,4,3,25,0,4,137,23,53.400436,52.310436,23,66.739563,19.552174,,1,0,1,0,4,72.232346,23.397297,111,67.053963,22.507208,111,1,23,23,9,77008,9
21366,133,69,64,24,1,2,1,,4,4,13,80,127,21.709999,75,129,9175,11,1,4,1,34,0,4,133,30,69.900002,30,29,79.449997,17.200001,1,0,0,1,0,4,75.934319,24.212631,95,79.827744,13.95914,93,0,,,1,9175,1
21366,133,69,64,24,1,2,1,,4,4,13,80,127,21.709999,75,129,9175,11,1,4,3,34,0,4,133,33,78.360001,24.200001,33,78.879997,9.1000004,1,0,0,1,0,4,75.934319,24.212631,95,79.827744,13.95914,93,0,,,1,9175,1
21366,133,69,64,24,1,2,1,,4,4,13,80,127,21.709999,75,129,9175,11,1,4,4,31,0,4,133,32,79.089996,18.799999,31,81.190002,16.1,1,0,0,1,0,4,75.934319,24.212631,95,79.827744,13.95914,93,0,,,1,9175,1
21366,133,69,64,24,1,2,1,,4,4,13,80,127,21.709999,75,129,9175,11,1,4,2,34,0,4,133,34,72.389412,14.717353,34,80.471176,10.376471,,1,0,1,0,4,75.934319,24.212631,95,79.827744,13.95914,93,1,34,34,1,9175,1
21367,133,63,70,20,1,2,1,1,4,4,9,77,103,22.48,70,129,11395,11,3,4,2,33,0,4,133,29,77.830002,24.1,18,80.779999,0,1,0,0,1,0,4,70.033012,25.786022,93,77.801689,7.059155,71,0,,,3,11395,3
21367,133,63,70,20,1,2,1,1,4,4,9,77,103,22.48,70,129,11395,11,3,4,3,33,0,4,133,32,67.059998,25,25,77.160004,0,1,0,0,1,0,4,70.033012,25.786022,93,77.801689,7.059155,71,0,,,3,11395,3
21367,133,63,70,20,1,2,1,1,4,4,9,77,103,22.48,70,129,11395,11,3,4,4,34,0,4,133,32,65.940002,28.1,28,76.459999,17.9,1,0,0,1,0,4,70.033012,25.786022,93,77.801689,7.059155,71,0,,,3,11395,3
21367,133,63,70,20,1,2,1,1,4,4,9,77,103,22.48,70,129,11395,11,3,4,1,33,0,4,133,36,69.914719,13.939445,32,75.221252,13.30625,,1,0,1,0,4,70.033012,25.786022,93,77.801689,7.059155,71,1,32,36,3,11395,3
21370,84,44,40,14,1,1,1,1,3,3,10,75,81,32.93,72,82,8748,11,9,4,1,29,0,3,84,27,76.440002,25.9,26,76.690002,7.6999998,1,0,0,0,0,3,71.791832,32.913414,82,74.456917,9.8703699,81,0,,,9,8748,9
21370,84,44,40,14,1,1,1,1,3,3,10,75,81,32.93,72,82,8748,11,9,4,2,28,0,3,84,28,70.860001,28.6,28,77.25,10.7,1,0,0,0,0,3,71.791832,32.913414,82,74.456917,9.8703699,81,0,,,9,8748,9
21370,84,44,40,14,1,1,1,1,3,3,10,75,81,32.93,72,82,8748,11,9,4,3,27,0,3,84,27,68.110001,44.400002,27,69.410004,11.1,1,0,0,0,0,3,71.791832,32.913414,82,74.456917,9.8703699,81,0,,,9,8748,9
21371,68,30,38,14,1,1,1,1,2,2,3,79,60,28,70,75,91009,11,3,4,1,33,0,2,68,37,67.889999,32.400002,28,78.860001,0,1,0,0,1,0,2,67.889999,32.400002,37,78.860001,0,28,0,,,3,91009,3
21371,68,30,38,14,1,1,1,1,2,2,3,79,60,28,70,75,91009,11,3,4,2,35,0,2,68,38,72.054474,23.71579,32,79.122498,5.625,,1,0,1,0,2,67.889999,32.400002,37,78.860001,0,28,1,32,38,3,91009,3
21373,49,20,29,11,1,1,1,0,2,2,2,79,48,14.58,71,48,12633,11,1,4,1,24,0,2,49,22,71.18,18.200001,22,79.089996,4.5,1,0,0,0,0,2,71.001251,14.570833,48,79.144165,2.0625,48,0,,,1,12633,1
21373,49,20,29,11,1,1,1,0,2,2,2,79,48,14.58,71,48,12633,11,1,4,2,25,0,2,49,26,70.849998,11.5,26,79.190002,0,1,0,0,0,0,2,71.001251,14.570833,48,79.144165,2.0625,48,0,,,1,12633,1
