schlcode,c_size,c_boys,c_girls,c_numcl,c_pik,c_status,c_leom,c_tip,c_num4rd,c_type,flgrm4,mrkgrm4,ngrm4,flmth4,mrkmth4,nmth4,towncode,popcode,tip_a,grade,classid,classize,_type_,_freq_,cohsize,mathsize,avgmath,passmath,verbsize,avgverb,passverb,studchk,misskov2,missagg,nmiss_k,nmiss_a,classct,math_n,flmath_n,nmath_n,verb_n,flverb_n,nverb_n,impute,nverb_m,nmath_m,tip_s,townid,tipuach
11017,85,43,42,14,1,1,1,2,3,3,27,68,75,30.26,66,76,30007,11,9,4,3,28,0,3,85,27,58.630001,40.700001,26,54.23,38.5,1,0,0,0,0,3,66.330246,31.704878,82,64.121109,30.854321,81,0,,,9,30007,9
11020,74,32,42,14,1,1,1,1,2,2,17,75,69,18.309999,76,71,30007,11,5,4,1,38,0,2,74,36,76.389999,19.4,36,75.809998,13.9,1,0,0,0,0,2,76.01535,18.266197,71,74.858261,17.391304,69,0,,,5,30007,5
11020,74,32,42,14,1,1,1,1,2,2,17,75,69,18.309999,76,71,30007,11,5,4,2,36,0,2,74,35,75.629997,17.1,33,73.82,21.200001,1,0,0,0,0,2,76.01535,18.266197,71,74.858261,17.391304,69,0,,,5,30007,5
11021,66,31,35,12,1,1,1,2,2,2,17,75,65,26.15,71,65,30007,11,11,4,2,34,0,2,65,34,71.290001,17.6,34,75.349998,14.7,1,0,0,1,0,2,71.290001,17.6,34,75.349998,14.7,34,0,,,11,30007,11
11021,66,31,35,12,1,1,1,2,2,2,17,75,65,26.15,71,65,30007,11,11,4,1,31,0,2,65,31,70.681938,35.52742,31,74.616127,19.522581,,1,0,1,0,2,71.290001,17.6,34,75.349998,14.7,34,1,31,31,11,30007,11
11027,96,48,48,18,1,1,1,1,3,3,10,77,93,22.58,71,93,30007,11,5,4,1,33,0,3,96,31,68.129997,16.1,31,76.610001,6.5,1,0,0,0,0,3,71.140106,22.579571,93,76.613228,9.7215052,93,0,,,5,30007,5
11027,96,48,48,18,1,1,1,1,3,3,10,77,93,22.58,71,93,30007,11,5,4,2,32,0,3,96,30,71.199997,30,30,75.5,16.700001,1,0,0,0,0,3,71.140106,22.579571,93,76.613228,9.7215052,93,0,,,5,30007,5
11027,96,48,48,18,1,1,1,1,3,3,10,77,93,22.58,71,93,30007,11,5,4,3,31,0,3,96,32,74,21.9,32,77.660004,6.3000002,1,0,0,0,0,3,71.140106,22.579571,93,76.613228,9.7215052,93,0,,,5,30007,5
11029,87,39,48,14,1,1,1,2,3,3,27,65,82,47.560001,60,82,30007,11,11,4,1,31,0,3,87,30,61.57,50,30,66.230003,13.3,1,0,0,0,0,3,59.696709,47.57439,82,64.753662,26.80122,82,0,,,11,30007,11
11029,87,39,48,14,1,1,1,2,3,3,27,65,82,47.560001,60,82,30007,11,11,4,2,26,0,3,87,27,55.889999,59.299999,27,61.700001,48.099998,1,0,0,0,0,3,59.696709,47.57439,82,64.753662,26.80122,82,0,,,11,30007,11
11029,87,39,48,14,1,1,1,2,3,3,27,65,82,47.560001,60,82,30007,11,11,4,3,30,0,3,87,25,61.560001,32,25,66.279999,20,1,0,0,0,0,3,59.696709,47.57439,82,64.753662,26.80122,82,0,,,11,30007,11
11031,73,36,37,13,1,1,1,2,2,2,13,77,68,25.35,72,71,30007,11,12,4,1,36,0,2,73,35,68.260002,31.4,32,75.940002,18.799999,1,0,0,0,0,2,71.763664,25.315493,71,76.75,13.241177,68,0,,,12,30007,12
11031,73,36,37,13,1,1,1,2,2,2,13,77,68,25.35,72,71,30007,11,12,4,2,37,0,2,73,36,75.169998,19.4,36,77.470001,8.3000002,1,0,0,0,0,2,71.763664,25.315493,71,76.75,13.241177,68,0,,,12,30007,12
11032,80,40,40,19,1,1,1,4,3,3,27,62,73,50,61,80,30007,11,13,4,1,29,0,3,87,26,65.849998,50,23,62.040001,30.4,1,0,0,1,0,3,64.230003,49.032074,53,62.204491,26.526531,49,0,,,13,30007,13
11032,80,40,40,19,1,1,1,4,3,3,27,62,73,50,61,80,30007,11,13,4,2,29,0,3,87,27,62.669998,48.099998,26,62.349998,23.1,1,0,0,1,0,3,64.230003,49.032074,53,62.204491,26.526531,49,0,,,13,30007,13
11032,80,40,40,19,1,1,1,4,3,3,27,62,73,50,61,80,30007,11,13,4,3,29,0,3,87,27,54.65963,51.900002,24,61.5825,27.966667,,1,0,1,0,3,64.230003,49.032074,53,62.204491,26.526531,49,1,24,27,13,30007,13
11034,79,49,30,15,1,1,1,2,3,3,15,66,71,52.049999,62,73,30007,11,11,4,1,26,0,3,79,22,66.5,40.900002,22,71,13.6,1,0,0,0,0,3,62.205479,52.045204,73,66.02887,15.454929,71,0,,,11,30007,11
11034,79,49,30,15,1,1,1,2,3,3,15,66,71,52.049999,62,73,30007,11,11,4,2,26,0,3,79,24,54,66.699997,23,58.91,21.700001,1,0,0,0,0,3,62.205479,52.045204,73,66.02887,15.454929,71,0,,,11,30007,11
11034,79,49,30,15,1,1,1,2,3,3,15,66,71,52.049999,62,73,30007,11,11,4,3,27,0,3,79,27,66,48.099998,26,68.120003,11.5,1,0,0,0,0,3,62.205479,52.045204,73,66.02887,15.454929,71,0,,,11,30007,11
11044,36,17,19,7,2,1,1,8,1,1,24,62,29,78.57,52,28,30007,12,50,4,1,35,0,1,35,28,51.860001,78.599998,29,62.139999,24.1,1,0,0,0,0,1,51.860001,78.599998,28,62.139999,24.1,29,0,,,50,30007,50
11045,77,34,43,17,2,1,1,2,2,2,16,74,75,32,69,75,30007,12,9,4,1,38,0,2,77,37,71.239998,16.200001,37,76.080002,10.8,1,0,0,0,0,2,69.106934,32.007999,75,73.668266,16.018667,75,0,,,9,30007,9
11045,77,34,43,17,2,1,1,2,2,2,16,74,75,32,69,75,30007,12,9,4,2,39,0,2,77,38,67.029999,47.400002,38,71.32,21.1,1,0,0,0,0,2,69.106934,32.007999,75,73.668266,16.018667,75,0,,,9,30007,9
11048,87,87,0,16,2,1,1,2,2,2,8,81,40,42.5,81,40,30007,12,11,4,1,22,0,2,45,18,82.220001,33.299999,18,81.440002,5.5999999,1,0,0,0,0,2,80.647003,42.485001,40,81.022003,7.5250001,40,0,,,11,30007,11
11048,87,87,0,16,2,1,1,2,2,2,8,81,40,42.5,81,40,30007,12,11,4,2,23,0,2,45,22,79.360001,50,22,80.68,9.1000004,1,0,0,0,0,2,80.647003,42.485001,40,81.022003,7.5250001,40,0,,,11,30007,11
11054,42,42,0,12,2,1,1,2,2,2,33,67,39,48.779999,63,41,30007,12,17,4,1,22,0,2,42,22,58.82,63.599998,20,67,35,1,0,0,0,0,2,63.194633,48.770733,41,66.639488,33.34359,39,0,,,17,30007,17
11054,42,42,0,12,2,1,1,2,2,2,33,67,39,48.779999,63,41,30007,12,17,4,2,20,0,2,42,19,68.260002,31.6,19,66.260002,31.6,1,0,0,0,0,2,63.194633,48.770733,41,66.639488,33.34359,39,0,,,17,30007,17
11058,65,32,33,19,2,1,1,2,2,2,17,72,65,43.939999,64,66,30007,12,13,4,2,35,0,1,35,31,63.970001,54.799999,31,72.580002,16.1,1,0,0,0,0,1,63.970001,54.799999,31,72.580002,16.1,31,0,,,13,30007,13
11061,50,22,28,17,2,1,1,2,2,2,9,66,44,75.559998,55,45,30007,12,15,4,1,22,0,2,50,22,49.77,86.400002,20,61.150002,10,1,0,0,1,0,2,49.77,86.400002,22,61.150002,10,20,0,,,15,30007,15
11061,50,22,28,17,2,1,1,2,2,2,9,66,44,75.559998,55,45,30007,12,15,4,2,28,0,2,50,23,60.002609,65.191307,24,70.041664,8.166667,,1,0,1,0,2,49.77,86.400002,22,61.150002,10,20,1,24,23,15,30007,15
11064,21,9,12,9,2,2,1,6,1,1,35,52,20,50,45,20,10157,12,25,4,1,21,0,1,21,20,45.099998,50,20,52.200001,35,1,0,0,0,0,1,45.099998,50,20,52.200001,35,20,0,,,25,10157,25
11065,23,9,14,8,2,2,1,7,1,1,9,66,22,40.91,60,22,10157,12,42,4,1,23,0,1,23,22,60.32,40.900002,22,65.860001,9.1000004,1,0,0,0,0,1,60.32,40.900002,22,65.860001,9.1000004,22,0,,,42,10157,42
11067,60,34,26,15,2,2,1,5,3,2,35,53,51,60.779999,55,51,8094,12,31,4,2,26,0,2,53,24,56.830002,54.200001,24,59.25,20.799999,1,0,0,1,0,2,56.830002,54.200001,24,59.25,20.799999,24,0,,,31,8094,31
11067,60,34,26,15,2,2,1,5,3,2,35,53,51,60.779999,55,51,8094,12,31,4,1,27,0,2,53,27,53.373333,66.628891,27,47.444443,47.622223,,1,0,1,0,2,56.830002,54.200001,24,59.25,20.799999,24,1,27,27,31,8094,31
11072,49,26,23,12,2,2,1,5,2,2,13,70,45,33.330002,66,45,7963,12,25,4,1,24,0,2,49,23,64.959999,43.5,23,70.739998,8.6999998,1,0,0,0,0,2,66.28978,33.331112,45,69.91378,13.344444,45,0,,,25,7963,25
11072,49,26,23,12,2,2,1,5,2,2,13,70,45,33.330002,66,45,7963,12,25,4,2,25,0,2,49,22,67.68,22.700001,22,69.050003,18.200001,1,0,0,0,0,2,66.28978,33.331112,45,69.91378,13.344444,45,0,,,25,7963,25
11073,43,21,22,19,1,1,1,1,2,2,5,82,37,10,76,40,5678,11,7,4,1,21,0,2,43,21,75.050003,9.5,21,83.760002,9.5,1,0,0,0,0,2,75.952499,9.9750004,40,82.376213,5.391892,37,0,,,7,5678,7
11073,43,21,22,19,1,1,1,1,2,2,5,82,37,10,76,40,5678,11,7,4,2,22,0,2,43,19,76.949997,10.5,16,80.559998,0,1,0,0,0,0,2,75.952499,9.9750004,40,82.376213,5.391892,37,0,,,7,5678,7
11106,65,38,27,14,1,1,1,1,3,2,6,78,52,27.780001,68,54,30007,11,3,4,1,26,0,2,53,28,72.610001,17.9,26,79.650002,3.8,1,0,0,0,0,2,67.612221,27.818518,54,77.614998,5.75,52,0,,,3,30007,3
11106,65,38,27,14,1,1,1,1,3,2,6,78,52,27.780001,68,54,30007,11,3,4,2,27,0,2,53,26,62.23,38.5,26,75.580002,7.6999998,1,0,0,0,0,2,67.612221,27.818518,54,77.614998,5.75,52,0,,,3,30007,3
11108,14,8,6,6,2,2,1,8,1,1,,,,,,,,,,4,1,14,0,1,14,11,50.18,63.599998,11,52.360001,45.5,1,0,1,0,1,1,50.18,63.599998,11,52.360001,45.5,11,0,,,54,26104,54
11109,118,50,68,25,1,2,1,1,4,4,10,79,112,21.620001,74,111,10561,11,5,4,1,30,0,4,118,26,77.650002,7.6999998,26,80.190002,7.6999998,1,0,0,1,0,4,74.796371,20,80,79.605431,7.4000001,81,0,,,5,10561,5
11109,118,50,68,25,1,2,1,1,4,4,10,79,112,21.620001,74,111,10561,11,5,4,2,33,0,4,118,31,73.349998,22.6,31,79.940002,3.2,1,0,0,1,0,4,74.796371,20,80,79.605431,7.4000001,81,0,,,5,10561,5
11109,118,50,68,25,1,2,1,1,4,4,10,79,112,21.620001,74,111,10561,11,5,4,3,24,0,4,118,23,73.519997,30.4,24,78.540001,12.5,1,0,0,1,0,4,74.796371,20,80,79.605431,7.4000001,81,0,,,5,10561,5
11109,118,50,68,25,1,2,1,1,4,4,10,79,112,21.620001,74,111,10561,11,5,4,4,31,0,4,118,31,71.944839,25.800646,31,77.418068,16.793549,,1,0,1,0,4,74.796371,20,80,79.605431,7.4000001,81,1,31,31,5,10561,5
11111,99,50,49,22,1,1,1,2,3,3,16,67,97,42.27,66,97,30007,11,5,4,1,34,0,3,99,35,61.689999,40,35,69.540001,22.9,1,0,0,1,0,3,64.06778,42.844444,63,66.726669,17.477777,63,0,,,5,30007,5
11111,99,50,49,22,1,1,1,2,3,3,16,67,97,42.27,66,97,30007,11,5,4,2,29,0,3,99,28,67.040001,46.400002,28,63.209999,10.7,1,0,0,1,0,3,64.06778,42.844444,63,66.726669,17.477777,63,0,,,5,30007,5
11111,99,50,49,22,1,1,1,2,3,3,16,67,97,42.27,66,97,30007,11,5,4,3,36,0,3,99,34,69.580292,41.205589,34,67.50647,13.261765,,1,0,1,0,3,64.06778,42.844444,63,66.726669,17.477777,63,1,34,34,5,30007,5
11115,60,30,30,17,2,1,1,2,3,2,27,69,45,56.25,59,48,30007,12,11,4,1,18,0,2,48,20,56.099998,55,18,61.560001,27.799999,1,0,0,0,0,2,58.666668,56.224998,48,68.778,26.66,45,0,,,11,30007,11
11115,60,30,30,17,2,1,1,2,3,2,27,69,45,56.25,59,48,30007,12,11,4,2,30,0,2,48,28,60.5,57.099998,27,73.589996,25.9,1,0,0,0,0,2,58.666668,56.224998,48,68.778,26.66,45,0,,,11,30007,11
11117,72,40,32,18,1,2,1,6,3,2,29,65,63,44.619999,57,65,26104,11,31,4,1,32,0,2,65,31,59.189999,41.900002,29,71.480003,13.8,1,0,0,0,0,2,57.452343,43.756248,64,65.030792,28.587301,63,0,,,31,26104,31
11117,72,40,32,18,1,2,1,6,3,2,29,65,63,44.619999,57,65,26104,11,31,4,2,33,0,2,65,33,55.82,45.5,34,59.529999,41.200001,1,0,0,0,0,2,57.452343,43.756248,64,65.030792,28.587301,63,0,,,31,26104,31
11119,83,39,44,21,2,2,1,3,3,3,16,72,77,35.060001,64,77,36111,12,21,4,1,22,0,3,83,18,67.779999,44.400002,18,81.720001,0,1,0,0,1,0,3,64.564362,34.51091,55,71.797272,12.714545,55,0,,,21,36111,21
11119,83,39,44,21,2,2,1,3,3,3,16,72,77,35.060001,64,77,36111,12,21,4,2,39,0,3,83,37,63,29.700001,37,66.970001,18.9,1,0,0,1,0,3,64.564362,34.51091,55,71.797272,12.714545,55,0,,,21,36111,21
11119,83,39,44,21,2,2,1,3,3,3,16,72,77,35.060001,64,77,36111,12,21,4,3,22,0,3,83,22,62.589092,36.432728,22,72.506821,24.213636,,1,0,1,0,3,64.564362,34.51091,55,71.797272,12.714545,55,1,22,22,21,36111,21
11120,107,51,56,19,1,1,1,2,3,3,34,66,100,55.77,57,104,30007,11,2,4,1,37,0,3,107,35,60.029999,51.400002,35,68.169998,25.700001,1,0,0,0,0,3,57.180962,55.744232,104,65.650597,34,100,0,,,2,30007,2
11120,107,51,56,19,1,1,1,2,3,3,34,66,100,55.77,57,104,30007,11,2,4,2,36,0,3,107,35,51.709999,71.400002,32,62.380001,43.799999,1,0,0,0,0,3,57.180962,55.744232,104,65.650597,34,100,0,,,2,30007,2
11120,107,51,56,19,1,1,1,2,3,3,34,66,100,55.77,57,104,30007,11,2,4,3,34,0,3,107,34,59.880001,44.099998,33,66.150002,33.299999,1,0,0,0,0,3,57.180962,55.744232,104,65.650597,34,100,0,,,2,30007,2
11126,45,0,45,11,2,3,1,2,2,2,25,67,44,52.27,58,44,30007,12,16,4,1,23,0,2,45,22,53.32,63.599998,22,61.139999,40.900002,1,0,0,0,0,2,58.134998,52.25,44,67.044998,25,44,0,,,16,30007,16
11126,45,0,45,11,2,3,1,2,2,2,25,67,44,52.27,58,44,30007,12,16,4,2,22,0,2,45,22,62.950001,40.900002,22,72.949997,9.1000004,1,0,0,0,0,2,58.134998,52.25,44,67.044998,25,44,0,,,16,30007,16
11127,43,21,22,9,1,1,1,2,2,1,17,71,29,34.48,61,29,30007,11,6,4,1,31,0,1,31,29,61,34.48,29,71,17,,1,0,1,0,1,,,,,,,1,,,6,30007,6
11128,75,39,36,20,2,1,1,2,2,2,7,74,71,16.67,74,72,30007,12,12,4,2,38,0,1,38,37,77.760002,2.7,37,75.220001,5.4000001,1,0,0,0,0,1,77.760002,2.7,37,75.220001,5.4000001,37,0,,,12,30007,12
11132,95,44,51,29,2,2,1,1,3,3,10,79,87,42.529999,67,87,36046,12,9,4,2,33,0,3,95,32,62.779999,53.099998,32,74.75,15.6,1,0,0,1,0,3,67.845932,42.345764,59,79.183334,10,60,0,,,9,36046,9
11132,95,44,51,29,2,2,1,1,3,3,10,79,87,42.529999,67,87,36046,12,9,4,3,32,0,3,95,27,73.849998,29.6,28,84.25,3.5999999,1,0,0,1,0,3,67.845932,42.345764,59,79.183334,10,60,0,,,9,36046,9
11132,95,44,51,29,2,2,1,1,3,3,10,79,87,42.529999,67,87,36046,12,9,4,1,30,0,3,95,28,65.217499,42.918213,27,78.59259,10,,1,0,1,0,3,67.845932,42.345764,59,79.183334,10,60,1,27,28,9,36046,9
11133,32,16,16,9,2,1,1,2,1,1,15,77,27,28.57,81,28,30007,12,7,4,1,32,0,1,32,28,80.57,28.6,27,76.959999,14.8,1,0,0,0,0,1,80.57,28.6,28,76.959999,14.8,27,0,,,7,30007,7
11134,65,37,28,11,1,1,1,1,2,2,20,71,61,61.290001,56,62,30007,11,2,4,1,34,0,2,65,27,58.369999,55.599998,26,70.959999,23.1,1,0,0,0,0,2,55.739353,61.301613,62,70.558357,19.657377,61,0,,,2,30007,2
11134,65,37,28,11,1,1,1,1,2,2,20,71,61,61.290001,56,62,30007,11,2,4,2,31,0,2,65,35,53.709999,65.699997,35,70.260002,17.1,1,0,0,0,0,2,55.739353,61.301613,62,70.558357,19.657377,61,0,,,2,30007,2
11135,66,36,30,13,1,1,1,1,2,2,7,81,70,10,78,70,30007,11,4,4,1,31,0,2,66,32,74.910004,6.3000002,32,78.970001,3.0999999,1,0,0,0,0,2,78.118286,10.045714,70,81.027428,7.1171427,70,0,,,4,30007,4
11135,66,36,30,13,1,1,1,1,2,2,7,81,70,10,78,70,30007,11,4,4,2,35,0,2,66,38,80.82,13.2,38,82.760002,10.5,1,0,0,0,0,2,78.118286,10.045714,70,81.027428,7.1171427,70,0,,,4,30007,4
11144,98,59,39,19,1,1,1,2,3,3,17,68,83,28.57,63,84,30007,11,10,4,1,32,0,3,97,28,60.43,35.700001,27,70.559998,22.200001,1,0,0,1,0,3,63.715,30.35,56,69.511276,12.730909,55,0,,,10,30007,10
11144,98,59,39,19,1,1,1,2,3,3,17,68,83,28.57,63,84,30007,11,10,4,3,32,0,3,97,28,67,25,28,68.5,3.5999999,1,0,0,1,0,3,63.715,30.35,56,69.511276,12.730909,55,0,,,10,30007,10
11144,98,59,39,19,1,1,1,2,3,3,17,68,83,28.57,63,84,30007,11,10,4,2,33,0,3,97,28,61.57,25.01,28,65.031425,25.385714,,1,0,1,0,3,63.715,30.35,56,69.511276,12.730909,55,1,28,28,10,30007,10
11145,21,11,10,4,1,2,1,1,1,1,14,72,7,28.57,60,7,36111,11,10,4,1,21,0,1,21,7,60.290001,28.6,7,72.139999,14.3,1,0,0,0,0,1,60.290001,28.6,7,72.139999,14.3,7,0,,,10,36111,10
11150,88,44,44,17,1,1,1,2,3,3,14,76,86,23.26,70,86,30007,11,2,4,2,31,0,3,88,28,66.860001,17.9,28,76.790001,14.3,1,0,0,1,0,3,67.203636,27.276363,55,76.200912,14.545455,55,0,,,2,30007,2
11150,88,44,44,17,1,1,1,2,3,3,14,76,86,23.26,70,86,30007,11,2,4,3,27,0,3,88,27,67.559998,37,27,75.589996,14.8,1,0,0,1,0,3,67.203636,27.276363,55,76.200912,14.545455,55,0,,,2,30007,2
11150,88,44,44,17,1,1,1,2,3,3,14,76,86,23.26,70,86,30007,11,2,4,1,30,0,3,88,31,74.961288,16.134193,31,75.643547,13.032258,,1,0,1,0,3,67.203636,27.276363,55,76.200912,14.545455,55,1,31,31,2,30007,2
11151,28,16,12,13,2,1,1,5,1,1,33,58,30,70,53,30,30007,12,42,4,1,28,0,1,28,30,53.23,70,30,58.5,33.299999,1,0,0,0,0,1,53.23,70,30,58.5,33.299999,30,0,,,42,30007,42
11152,92,49,43,16,1,1,1,1,3,3,9,75,77,31.17,70,77,30007,11,5,4,1,29,0,3,92,26,66.919998,34.599998,26,75.650002,11.5,1,0,0,0,0,3,69.505844,31.144156,77,75.363243,9.0636368,77,0,,,5,30007,5
11152,92,49,43,16,1,1,1,1,3,3,9,75,77,31.17,70,77,30007,11,5,4,2,32,0,3,92,28,73.07,21.4,28,76.110001,7.0999999,1,0,0,0,0,3,69.505844,31.144156,77,75.363243,9.0636368,77,0,,,5,30007,5
11152,92,49,43,16,1,1,1,1,3,3,9,75,77,31.17,70,77,30007,11,5,4,3,31,0,3,92,23,68.089996,39.099998,23,74.129997,8.6999998,1,0,0,0,0,3,69.505844,31.144156,77,75.363243,9.0636368,77,0,,,5,30007,5
11159,43,22,21,17,2,1,1,3,2,2,11,70,38,44.740002,67,38,30007,12,17,4,2,22,0,2,43,23,68.129997,34.799999,23,69.129997,13,1,0,0,1,0,2,68.129997,34.799999,23,69.129997,13,23,0,,,17,30007,17
11159,43,22,21,17,2,1,1,3,2,2,11,70,38,44.740002,67,38,30007,12,17,4,1,21,0,2,43,15,65.267334,59.981335,15,71.334,7.9333334,,1,0,1,0,2,68.129997,34.799999,23,69.129997,13,23,1,15,15,17,30007,17
11161,47,28,19,15,2,1,1,2,2,2,7,73,46,40,64,45,30007,12,19,4,1,23,0,2,47,22,59.73,50,23,70.959999,8.6999998,1,0,0,0,0,2,64.176666,39.982224,45,73.175003,6.5,46,0,,,19,30007,19
11161,47,28,19,15,2,1,1,2,2,2,7,73,46,40,64,45,30007,12,19,4,2,24,0,2,47,23,68.43,30.4,23,75.389999,4.3000002,1,0,0,0,0,2,64.176666,39.982224,45,73.175003,6.5,46,0,,,19,30007,19
11165,29,14,15,7,1,1,1,1,2,1,12,78,17,23.530001,67,17,30007,11,1,4,1,19,0,1,19,17,66.709999,23.5,17,78.290001,11.8,1,0,0,0,0,1,66.709999,23.5,17,78.290001,11.8,17,0,,,1,30007,1
11168,26,19,7,5,1,1,1,2,1,1,25,71,24,33.330002,68,24,30007,11,5,4,1,26,0,1,26,24,68.379997,33.299999,24,70.5,25,1,0,0,0,0,1,68.379997,33.299999,24,70.5,25,24,0,,,5,30007,5
11169,23,15,8,6,2,1,1,0,1,1,0,84,10,20,77,10,30007,12,0,4,1,23,0,1,23,10,77.400002,20,10,84.199997,0,1,0,0,0,0,1,77.400002,20,10,84.199997,0,10,0,,,0,30007,0
11170,75,40,35,12,2,2,1,1,2,2,9,81,75,27.629999,72,76,36178,12,2,4,2,35,0,2,75,36,72.169998,19.4,36,83.470001,8.3000002,1,0,0,1,0,2,72.169998,19.4,36,83.470001,8.3000002,36,0,,,2,36178,2
11170,75,40,35,12,2,2,1,1,2,2,9,81,75,27.629999,72,76,36178,12,2,4,1,40,0,2,75,40,71.847,35.036999,39,78.720001,9.6461535,,1,0,1,0,2,72.169998,19.4,36,83.470001,8.3000002,36,1,39,40,2,36178,2
11171,93,47,46,23,2,2,1,2,3,3,7,76,84,31.76,74,85,36160,12,8,4,1,47,0,3,93,25,78.760002,32,24,78.669998,8.3000002,1,0,0,1,0,3,76.629303,25.595348,43,76.381432,7.1428571,42,0,,,8,36160,8
11171,93,47,46,23,2,2,1,2,3,3,7,76,84,31.76,74,85,36160,12,8,4,3,24,0,3,93,18,73.669998,16.700001,18,73.330002,5.5999999,1,0,0,1,0,3,76.629303,25.595348,43,76.381432,7.1428571,42,0,,,8,36160,8
11171,93,47,46,23,2,2,1,2,3,3,7,76,84,31.76,74,85,36160,12,8,4,2,22,0,3,93,42,71.308098,38.07143,42,75.618568,6.8571429,,1,0,1,0,3,76.629303,25.595348,43,76.381432,7.1428571,42,1,42,42,8,36160,8
11172,15,6,9,6,2,2,1,2,1,1,7,75,15,20,79,15,35758,12,7,4,1,15,0,1,15,15,79,20,15,75.330002,6.6999998,1,0,0,0,0,1,79,20,15,75.330002,6.6999998,15,0,,,7,35758,7
11181,84,42,42,16,1,1,1,3,3,2,10,74,69,20.290001,73,69,30007,11,8,4,1,35,0,1,35,69,73,20.290001,69,74,10,,1,0,1,0,1,,,,,,,1,,,8,30007,8
11182,54,24,30,16,2,1,1,3,2,2,19,71,48,52.080002,63,48,30007,12,9,4,1,30,0,2,54,24,63.75,66.699997,24,71.830002,8.3000002,1,0,0,0,0,2,63.415001,52.099998,48,71.205002,18.75,48,0,,,9,30007,9
